,Image,YOLO_inference_time,num_bbox,OODL_feat_extraction_time,OSVM_inference_time,OOD_object_present
2855,002855.png,1303.967,1.0,1457.323,0.302,1.0
2856,002856.png,1372.109,5.0,9599.354,1.057,0.0
2857,002857.png,1361.476,2.0,3059.395,0.353,0.0
2858,002858.png,1314.727,4.0,6230.768,0.494,2.0
2859,002859.png,1304.663,2.0,3031.273,0.399,0.0
2860,002860.png,1305.538,11.0,20483.037,1.595,0.0
2861,002861.png,1315.764,3.0,4476.902,0.475,0.0
2862,002862.png,1432.26,1.0,1501.295,0.318,0.0
2863,002863.png,1460.959,13.0,20965.18,3.48,0.0
2864,002864.png,1941.218,3.0,4312.202,0.429,1.0
2865,002865.png,1351.203,6.0,9268.165,0.612,0.0
2866,002866.png,1339.314,2.0,2888.995,0.356,1.0
2867,002867.png,1485.115,1.0,1501.495,0.274,0.0
2868,002868.png,1418.864,4.0,6346.731,0.61,3.0
2869,002869.png,1363.672,8.0,14544.233,1.328,6.0
2870,002870.png,1314.955,1.0,1654.811,0.483,0.0
2871,002871.png,1333.378,10.0,16243.407,1.426,4.0
2872,002872.png,1341.131,,,,4.0
2873,002873.png,1334.145,5.0,6805.673,0.626,1.0
2874,002874.png,1387.893,6.0,8739.576,0.605,0.0
2875,002875.png,1420.968,2.0,3198.142,0.352,1.0
2876,002876.png,1410.765,6.0,8885.403,0.601,5.0
2877,002877.png,1370.865,3.0,4123.052,0.405,0.0
2878,002878.png,1373.082,6.0,10263.122,1.887,0.0
2879,002879.png,1350.402,2.0,3516.117,0.647,0.0
2880,002880.png,1398.957,6.0,9798.363,1.021,2.0
2881,002881.png,1382.584,7.0,10913.317,0.951,0.0
2882,002882.png,1329.878,1.0,1446.358,0.271,0.0
2883,002883.png,1364.84,7.0,11399.853,0.71,0.0
2884,002884.png,1496.114,3.0,4169.198,0.417,3.0
2885,002885.png,1507.01,3.0,4004.881,0.488,2.0
2886,002886.png,1512.687,,,,2.0
2887,002887.png,1357.996,4.0,5583.54,0.483,0.0
2888,002888.png,1322.887,1.0,1383.473,0.286,1.0
2889,002889.png,1561.992,7.0,11095.029,0.834,3.0
2890,002890.png,1487.777,,,,3.0
2891,002891.png,1409.248,2.0,2756.206,0.36,0.0
2892,002892.png,1424.336,8.0,11774.894,0.879,0.0
2893,002893.png,1396.037,7.0,10683.667,0.817,0.0
2894,002894.png,1366.571,2.0,2741.073,0.34,2.0
2895,002895.png,1376.014,1.0,1410.358,0.289,0.0
2896,002896.png,1389.776,9.0,18699.064,8.841,2.0
2897,002897.png,1309.257,2.0,3966.877,0.524,0.0
2898,002898.png,1338.278,5.0,8466.539,0.868,1.0
2899,002899.png,1328.42,2.0,2961.03,0.416,0.0
2900,002900.png,1306.581,,,,0.0
2901,002901.png,1317.651,7.0,12360.539,1.241,0.0
2902,002902.png,1386.894,2.0,2814.7,0.332,0.0
2903,002903.png,1436.981,,,,0.0
2904,002904.png,1344.423,4.0,5561.926,0.584,1.0
2905,002905.png,1390.562,5.0,7144.501,0.601,1.0
2906,002906.png,1586.16,13.0,21313.439,2.458,1.0
2907,002907.png,1434.443,7.0,11223.363,0.771,0.0
2908,002908.png,1335.352,5.0,8122.064,0.617,0.0
2909,002909.png,1329.501,2.0,3110.901,0.38,0.0
2910,002910.png,1405.902,5.0,8602.874,1.163,0.0
2911,002911.png,1400.3,1.0,1561.798,0.633,1.0
2912,002912.png,1387.597,2.0,2714.659,0.414,1.0
2913,002913.png,1314.641,1.0,1407.26,0.274,0.0
2914,002914.png,1347.452,9.0,14818.799,1.484,2.0
2915,002915.png,1328.118,5.0,10616.836,1.323,0.0
2916,002916.png,1337.188,1.0,1735.57,0.364,0.0
2917,002917.png,1383.279,9.0,16350.799,2.695,0.0
2918,002918.png,1368.919,3.0,4500.713,0.468,1.0
2919,002919.png,1494.272,3.0,4515.999,1.341,2.0
2920,002920.png,1340.188,,,,2.0
2921,002921.png,1323.414,,,,2.0
2922,002922.png,1389.06,1.0,1607.664,0.341,0.0
2923,002923.png,1494.185,7.0,11763.027,1.385,5.0
2924,002924.png,1353.735,6.0,9249.934,1.058,0.0
2925,002925.png,1339.9,5.0,8410.252,1.089,0.0
2926,002926.png,1408.861,4.0,7038.591,0.563,0.0
2927,002927.png,1441.702,1.0,1455.447,0.287,1.0
2928,002928.png,1405.914,1.0,1467.861,0.337,0.0
2929,002929.png,1329.659,1.0,1472.612,0.273,0.0
2930,002930.png,1303.722,4.0,5978.679,0.577,0.0
2931,002931.png,1334.265,3.0,4138.667,0.437,1.0
2932,002932.png,1309.545,1.0,1397.841,0.307,1.0
2933,002933.png,1327.128,10.0,16090.19,1.677,0.0
2934,002934.png,1331.851,3.0,4123.394,0.411,3.0
2935,002935.png,1404.356,3.0,4044.183,0.407,0.0
2936,002936.png,1483.007,2.0,2734.982,0.383,0.0
2937,002937.png,1383.223,4.0,5531.574,0.468,0.0
2938,002938.png,1426.754,4.0,5786.958,0.65,0.0
2939,002939.png,1439.928,2.0,2890.89,0.347,1.0
2940,002940.png,1321.703,2.0,2945.679,0.365,0.0
2941,002941.png,1358.158,2.0,2816.796,0.358,0.0
2942,002942.png,1436.434,1.0,1419.516,0.284,0.0
2943,002943.png,1339.849,7.0,10957.582,0.794,0.0
2944,002944.png,1486.72,1.0,1514.937,0.321,1.0
2945,002945.png,1359.082,5.0,7303.173,0.54,2.0
2946,002946.png,1472.633,4.0,5674.863,0.566,4.0
2947,002947.png,1333.605,5.0,7519.04,0.615,1.0
2948,002948.png,1310.14,2.0,2890.166,0.369,1.0
2949,002949.png,1318.764,6.0,8996.017,0.759,0.0
2950,002950.png,1327.556,10.0,16097.96,1.511,0.0
2951,002951.png,1410.028,6.0,9341.452,0.603,0.0
2952,002952.png,1349.987,9.0,17046.71,1.271,8.0
2953,002953.png,1398.3,,,,8.0
2954,002954.png,1382.68,7.0,10801.684,1.504,0.0
2955,002955.png,1350.497,3.0,4033.244,0.439,1.0
2956,002956.png,1358.134,2.0,2713.11,0.37,1.0
2957,002957.png,1434.153,5.0,7430.852,0.622,0.0
2958,002958.png,1366.789,,,,0.0
2959,002959.png,1389.197,2.0,2868.022,0.361,0.0
2960,002960.png,1317.367,4.0,5489.225,0.542,4.0
2961,002961.png,1306.085,4.0,5477.598,0.537,4.0
2962,002962.png,1318.041,3.0,4150.124,0.462,0.0
2963,002963.png,1311.902,7.0,10895.495,0.778,5.0
2964,002964.png,1320.995,3.0,4185.563,0.492,0.0
2965,002965.png,1322.282,4.0,5584.828,0.536,0.0
2966,002966.png,1316.446,4.0,5483.014,0.476,0.0
2967,002967.png,1313.934,2.0,2826.638,0.535,1.0
2968,002968.png,1383.087,8.0,12075.345,1.191,8.0
2969,002969.png,1320.531,2.0,2898.698,0.458,1.0
2970,002970.png,1331.472,2.0,3039.699,0.422,0.0
2971,002971.png,1350.52,5.0,7135.941,0.538,4.0
2972,002972.png,1402.23,1.0,1442.638,0.267,0.0
2973,002973.png,1443.42,10.0,15665.966,1.39,0.0
2974,002974.png,1356.795,7.0,10299.535,0.83,5.0
2975,002975.png,1406.52,4.0,5785.515,0.466,0.0
2976,002976.png,1338.869,3.0,4156.628,0.451,0.0
2977,002977.png,1325.048,7.0,10226.146,0.662,0.0
2978,002978.png,1310.283,,,,0.0
2979,002979.png,1339.208,7.0,10421.295,0.646,0.0
2980,002980.png,1392.324,,,,0.0
2981,002981.png,1399.154,7.0,10197.481,0.71,0.0
2982,002982.png,1339.424,4.0,5705.124,0.523,0.0
2983,002983.png,1460.366,4.0,5746.017,0.552,0.0
2984,002984.png,1320.991,5.0,7025.076,0.606,0.0
2985,002985.png,1315.667,3.0,4197.706,0.412,2.0
2986,002986.png,1353.764,,,,2.0
2987,002987.png,1359.292,2.0,2798.785,0.337,0.0
2988,002988.png,1362.299,4.0,5719.45,0.476,0.0
2989,002989.png,1446.183,4.0,5666.334,0.525,0.0
2990,002990.png,1330.315,4.0,5691.873,0.519,0.0
2991,002991.png,1376.73,1.0,1444.546,0.267,1.0
2992,002992.png,1376.906,2.0,2824.435,0.342,1.0
2993,002993.png,1520.755,,,,1.0
2994,002994.png,1644.721,1.0,1400.516,0.289,0.0
2995,002995.png,1394.445,9.0,13548.347,1.684,0.0
2996,002996.png,1447.563,4.0,5572.798,0.531,2.0
2997,002997.png,1512.245,6.0,9358.503,0.663,0.0
2998,002998.png,1421.957,6.0,9044.937,0.7,0.0
2999,002999.png,1389.042,6.0,9492.544,0.717,0.0
3000,003000.png,1568.637,8.0,13132.391,1.254,1.0
3001,003001.png,1425.855,9.0,16085.435,1.551,0.0
3002,003002.png,1316.559,10.0,18230.302,1.364,0.0
3003,003003.png,1318.831,1.0,1555.097,0.386,1.0
3004,003004.png,1324.478,,,,1.0
3005,003005.png,1327.502,5.0,7640.379,0.589,0.0
3006,003006.png,1354.043,3.0,4634.36,0.524,2.0
3007,003007.png,1482.833,,,,2.0
3008,003008.png,1379.588,3.0,4287.63,0.455,0.0
3009,003009.png,1466.714,9.0,14589.807,3.878,5.0
3010,003010.png,1319.093,3.0,4361.406,0.493,0.0
3011,003011.png,1322.421,13.0,21052.302,5.145,0.0
3012,003012.png,1309.036,4.0,5776.021,0.501,0.0
3013,003013.png,1305.926,2.0,3029.019,0.365,1.0
3014,003014.png,1312.812,4.0,5633.741,0.534,0.0
3015,003015.png,1319.285,6.0,8481.823,0.596,0.0
3016,003016.png,1311.869,1.0,1397.175,0.374,0.0
3017,003017.png,1405.397,4.0,5402.489,0.592,0.0
3018,003018.png,1385.553,2.0,2709.908,0.365,0.0
3019,003019.png,1411.298,3.0,4051.857,0.441,2.0
3020,003020.png,1393.933,3.0,4671.995,0.658,2.0
3021,003021.png,1367.813,3.0,4324.357,0.408,1.0
3022,003022.png,1350.956,3.0,4321.17,0.427,1.0
3023,003023.png,1354.974,4.0,9153.016,1.147,0.0
3024,003024.png,1324.819,,,,0.0
3025,003025.png,1406.383,1.0,1551.038,0.287,1.0
3026,003026.png,1378.374,2.0,3009.029,0.379,1.0
3027,003027.png,1319.413,1.0,1917.637,0.295,1.0
3028,003028.png,1360.732,8.0,14262.178,1.287,3.0
3029,003029.png,1324.595,,,,3.0
3030,003030.png,1407.593,4.0,6277.38,0.582,0.0
3031,003031.png,1313.951,9.0,16278.618,1.522,0.0
3032,003032.png,1312.423,4.0,6142.874,0.622,0.0
3033,003033.png,1337.595,2.0,2907.613,0.353,2.0
3034,003034.png,1341.624,3.0,4304.959,0.443,2.0
3035,003035.png,1405.621,,,,2.0
3036,003036.png,1405.426,1.0,1940.974,0.3,1.0
3037,003037.png,1388.825,4.0,6631.157,0.709,3.0
3038,003038.png,1332.648,4.0,6010.461,0.481,1.0
3039,003039.png,1305.707,1.0,1883.114,0.325,0.0
3040,003040.png,1319.7,6.0,12523.874,1.657,2.0
3041,003041.png,1321.474,1.0,1797.303,0.288,0.0
3042,003042.png,1345.719,7.0,11591.523,0.95,0.0
3043,003043.png,1438.459,1.0,1680.746,0.297,0.0
3044,003044.png,1397.21,1.0,1720.569,0.353,1.0
3045,003045.png,1362.354,,,,1.0
3046,003046.png,1332.422,1.0,1457.373,0.461,0.0
3047,003047.png,1412.764,11.0,16834.011,2.208,0.0
3048,003048.png,1384.036,5.0,7627.202,0.528,1.0
3049,003049.png,1368.807,1.0,1424.134,0.292,0.0
3050,003050.png,1574.858,1.0,1412.567,0.273,0.0
3051,003051.png,1312.324,,,,0.0
3052,003052.png,1307.944,2.0,2748.804,0.34,1.0
3053,003053.png,1420.117,,,,1.0
3054,003054.png,1318.913,10.0,15493.287,3.594,2.0
3055,003055.png,1300.528,,,,2.0
3056,003056.png,1316.896,13.0,18695.621,2.598,0.0
3057,003057.png,1626.377,16.0,28705.926,5.826,1.0
3058,003058.png,1469.245,10.0,17363.214,1.367,0.0
3059,003059.png,1426.726,,,,0.0
3060,003060.png,1366.348,1.0,1574.964,0.3,0.0
3061,003061.png,1330.93,4.0,5801.664,0.492,0.0
3062,003062.png,1321.709,2.0,3004.301,0.393,0.0
3063,003063.png,1367.399,8.0,11966.606,0.914,0.0
3064,003064.png,1345.798,4.0,5695.324,0.524,0.0
3065,003065.png,1327.411,7.0,9754.757,1.57,4.0
3066,003066.png,1348.071,1.0,1427.601,0.285,0.0
3067,003067.png,1359.136,1.0,1400.322,0.282,1.0
3068,003068.png,1402.558,2.0,2740.509,0.333,0.0
3069,003069.png,1346.512,2.0,2734.84,0.363,0.0
3070,003070.png,1316.014,4.0,5489.563,0.553,0.0
3071,003071.png,1397.431,7.0,10623.6,0.711,6.0
3072,003072.png,1323.109,,,,6.0
3073,003073.png,1325.993,14.0,23269.32,3.093,0.0
3074,003074.png,1355.064,9.0,15129.004,1.895,0.0
3075,003075.png,1389.172,1.0,1665.637,0.344,1.0
3076,003076.png,1326.031,,,,1.0
3077,003077.png,1306.994,2.0,2909.905,0.36,0.0
3078,003078.png,1317.427,3.0,4149.229,0.469,2.0
3079,003079.png,1315.485,6.0,9911.064,1.255,0.0
3080,003080.png,1329.252,4.0,5439.036,0.475,0.0
3081,003081.png,1380.771,3.0,4061.186,0.448,0.0
3082,003082.png,1355.107,6.0,39002.922,2.413,0.0
3083,003083.png,1321.953,6.0,77363.278,1.638,0.0
3084,003084.png,1343.834,11.0,90793.385,2.275,0.0
3085,003085.png,1331.851,14.0,30262.385,2.444,0.0
3086,003086.png,1329.107,2.0,2960.627,0.394,0.0
3087,003087.png,1335.523,8.0,12070.086,1.291,0.0
3088,003088.png,1336.203,1.0,1566.898,0.3,0.0
3089,003089.png,1388.961,7.0,10688.527,0.907,0.0
3090,003090.png,1350.898,,,,0.0
3091,003091.png,1334.204,1.0,1454.219,0.294,0.0
3092,003092.png,1336.776,2.0,2915.58,0.339,0.0
3093,003093.png,1372.538,5.0,8086.93,0.783,0.0
3094,003094.png,1317.054,2.0,3080.584,0.621,1.0
3095,003095.png,1331.595,12.0,19754.435,2.953,0.0
3096,003096.png,1346.426,10.0,15668.659,1.69,0.0
3097,003097.png,1329.51,2.0,2794.502,0.353,0.0
3098,003098.png,1320.976,8.0,11725.424,0.904,2.0
3099,003099.png,1345.178,5.0,6829.204,0.612,5.0
3100,003100.png,1332.56,2.0,2723.134,0.343,2.0
3101,003101.png,1340.005,2.0,2783.554,0.377,2.0
3102,003102.png,1325.847,4.0,5549.808,0.477,0.0
3103,003103.png,1342.298,1.0,1415.262,0.281,0.0
3104,003104.png,1326.26,1.0,1393.839,0.278,0.0
3105,003105.png,1306.584,3.0,4119.328,0.426,2.0
3106,003106.png,1329.011,2.0,2726.79,0.346,0.0
3107,003107.png,1360.826,4.0,5485.627,0.542,3.0
3108,003108.png,1335.385,2.0,2758.629,0.382,1.0
3109,003109.png,1328.045,,,,1.0
3110,003110.png,1342.259,10.0,15909.292,1.554,0.0
3111,003111.png,1319.111,1.0,1419.384,0.298,0.0
3112,003112.png,1320.054,7.0,10976.054,1.451,0.0
3113,003113.png,1333.444,1.0,1420.164,0.288,0.0
3114,003114.png,1330.712,3.0,4060.043,0.469,0.0
3115,003115.png,1320.279,6.0,9071.413,1.029,5.0
3116,003116.png,1341.095,1.0,1491.914,0.298,0.0
3117,003117.png,1330.4,2.0,2815.454,0.38,0.0
3118,003118.png,1356.046,2.0,2969.281,0.374,0.0
3119,003119.png,1325.428,,,,0.0
3120,003120.png,1394.552,,,,0.0
3121,003121.png,1316.203,5.0,7189.267,0.637,3.0
3122,003122.png,1324.424,5.0,7071.611,0.536,5.0
3123,003123.png,1323.672,6.0,8943.121,0.749,0.0
3124,003124.png,1320.687,,,,0.0
3125,003125.png,1334.484,1.0,1401.588,0.345,0.0
3126,003126.png,1371.723,3.0,4120.779,0.45,0.0
3127,003127.png,1339.712,4.0,5675.261,0.478,0.0
3128,003128.png,1339.315,4.0,5605.005,0.535,1.0
3129,003129.png,1331.498,4.0,5417.037,0.483,0.0
3130,003130.png,1323.906,1.0,1380.396,0.284,1.0
3131,003131.png,1398.478,12.0,18874.619,2.186,0.0
3132,003132.png,1404.042,5.0,6791.633,0.63,0.0
3133,003133.png,1350.242,3.0,4068.688,0.473,0.0
3134,003134.png,1318.488,2.0,2760.438,0.346,0.0
3135,003135.png,1366.914,1.0,1419.732,0.293,0.0
3136,003136.png,1329.904,2.0,2739.004,0.353,2.0
3137,003137.png,1336.233,8.0,12183.331,1.536,6.0
3138,003138.png,1349.859,6.0,8689.778,0.616,2.0
3139,003139.png,1334.801,3.0,4224.663,0.469,2.0
3140,003140.png,1329.441,7.0,10039.495,0.792,0.0
3141,003141.png,1372.674,12.0,18530.351,2.491,0.0
3142,003142.png,1309.028,2.0,2837.942,0.385,1.0
3143,003143.png,1321.833,4.0,5483.485,0.541,1.0
3144,003144.png,1424.571,6.0,8199.026,0.679,0.0
3145,003145.png,1421.123,1.0,1439.125,0.296,0.0
3146,003146.png,1407.994,5.0,6950.009,0.552,3.0
3147,003147.png,1339.904,7.0,11090.6,1.554,0.0
3148,003148.png,1520.501,2.0,3201.029,0.67,1.0
3149,003149.png,1357.56,3.0,4447.855,0.497,0.0
3150,003150.png,1356.812,9.0,13717.65,1.464,2.0
3151,003151.png,1333.256,1.0,1462.763,0.315,0.0
3152,003152.png,1360.254,4.0,5726.886,0.54,0.0
3153,003153.png,1388.146,8.0,12617.234,0.78,4.0
3154,003154.png,1449.029,10.0,14760.33,1.045,0.0
3155,003155.png,1420.101,,,,0.0
3156,003156.png,1346.663,5.0,6688.135,0.636,0.0
3157,003157.png,1334.772,1.0,1377.671,0.298,0.0
3158,003158.png,1389.66,1.0,1376.61,0.274,0.0
3159,003159.png,1376.097,6.0,8192.341,0.7,3.0
3160,003160.png,1383.853,10.0,15113.214,1.562,0.0
3161,003161.png,1424.754,2.0,2747.448,0.381,0.0
3162,003162.png,1366.741,9.0,13025.074,1.155,0.0
3163,003163.png,1346.27,6.0,8062.545,0.625,0.0
3164,003164.png,1357.279,5.0,6705.275,0.661,1.0
3165,003165.png,1377.618,1.0,1382.664,0.283,1.0
3166,003166.png,1337.579,3.0,4014.519,0.434,0.0
3167,003167.png,1325.15,2.0,2690.002,0.345,2.0
3168,003168.png,1337.747,2.0,2685.58,0.344,0.0
3169,003169.png,1347.476,9.0,13262.987,0.958,0.0
3170,003170.png,1361.117,1.0,1428.315,0.295,1.0
3171,003171.png,1331.611,3.0,3953.044,0.416,0.0
3172,003172.png,1407.875,4.0,5314.453,0.537,3.0
3173,003173.png,1354.17,1.0,1372.226,0.321,0.0
3174,003174.png,1440.505,9.0,13305.911,1.355,0.0
3175,003175.png,1337.319,3.0,4080.038,0.504,3.0
3176,003176.png,1331.47,3.0,4029.287,0.414,0.0
3177,003177.png,1871.747,,,,0.0
3178,003178.png,2120.137,7.0,9911.671,0.704,7.0
3179,003179.png,1374.015,4.0,5394.519,0.487,0.0
3180,003180.png,1335.223,,,,0.0
3181,003181.png,1330.139,9.0,12934.948,1.255,5.0
3182,003182.png,1321.323,2.0,2786.765,0.389,0.0
3183,003183.png,1367.559,4.0,5455.187,0.505,0.0
3184,003184.png,1330.758,12.0,18260.003,1.553,0.0
3185,003185.png,1321.73,4.0,5344.132,0.532,0.0
3186,003186.png,1324.707,6.0,8011.671,0.626,3.0
3187,003187.png,1426.23,10.0,14080.205,0.976,0.0
3188,003188.png,1365.262,,,,0.0
3189,003189.png,1389.974,1.0,1398.204,0.289,1.0
3190,003190.png,1382.078,5.0,6776.282,0.603,1.0
3191,003191.png,1467.985,1.0,1395.252,0.274,1.0
3192,003192.png,1372.795,4.0,5378.649,0.496,3.0
3193,003193.png,1384.046,2.0,2755.221,0.383,0.0
3194,003194.png,1357.129,2.0,2727.277,0.344,2.0
3195,003195.png,1340.575,8.0,13899.016,1.314,3.0
3196,003196.png,1343.465,4.0,5564.596,0.558,0.0
3197,003197.png,1335.687,5.0,9146.977,0.621,0.0
3198,003198.png,1359.962,11.0,20374.808,2.306,0.0
3199,003199.png,1325.406,1.0,1445.763,0.295,1.0
3200,003200.png,1365.157,13.0,21936.928,3.495,0.0
3201,003201.png,1317.864,,,,0.0
3202,003202.png,1314.67,7.0,10016.15,1.538,0.0
3203,003203.png,1323.459,4.0,5449.845,0.488,1.0
3204,003204.png,1334.777,11.0,15917.089,1.685,0.0
3205,003205.png,1325.706,1.0,1471.792,0.321,0.0
3206,003206.png,1380.738,7.0,10079.928,0.693,0.0
3207,003207.png,1323.847,3.0,4070.035,0.45,2.0
3208,003208.png,1341.754,1.0,1392.05,0.283,1.0
3209,003209.png,1330.021,,,,1.0
3210,003210.png,1331.354,,,,1.0
3211,003211.png,1334.194,1.0,1394.965,0.281,0.0
3212,003212.png,1338.126,,,,0.0
3213,003213.png,1343.928,,,,0.0
3214,003214.png,1420.09,6.0,8095.622,0.624,1.0
3215,003215.png,1326.019,8.0,11494.706,0.872,0.0
3216,003216.png,1321.573,9.0,12929.911,0.927,0.0
3217,003217.png,1325.217,8.0,11295.332,0.737,1.0
3218,003218.png,1319.787,4.0,5396.651,0.526,0.0
3219,003219.png,1319.034,3.0,4032.059,0.461,0.0
3220,003220.png,1322.766,4.0,5408.376,0.499,3.0
3221,003221.png,1327.062,5.0,6821.814,0.557,5.0
3222,003222.png,1322.923,3.0,4062.321,0.409,0.0
3223,003223.png,1328.352,8.0,11629.288,0.877,2.0
3224,003224.png,1378.604,11.0,16240.759,1.202,0.0
3225,003225.png,1360.629,3.0,3991.364,0.452,3.0
3226,003226.png,1339.19,4.0,5853.453,0.535,2.0
3227,003227.png,1326.986,,,,2.0
3228,003228.png,1319.291,3.0,5137.789,0.494,0.0
3229,003229.png,1314.626,3.0,4179.248,0.415,0.0
3230,003230.png,1331.208,6.0,8640.031,0.632,3.0
3231,003231.png,1328.869,1.0,1395.883,0.291,0.0
3232,003232.png,1325.561,,,,0.0
3233,003233.png,1322.365,1.0,1373.92,0.269,1.0
3234,003234.png,1323.4,7.0,10282.541,1.045,0.0
3235,003235.png,1326.359,1.0,1726.293,0.32,1.0
3236,003236.png,1328.12,2.0,3133.865,0.413,2.0
3237,003237.png,1335.528,3.0,4556.99,0.67,0.0
3238,003238.png,1368.426,7.0,12105.08,1.173,3.0
3239,003239.png,1346.498,5.0,7161.498,0.629,1.0
3240,003240.png,1337.919,,,,1.0
3241,003241.png,1323.793,11.0,16901.54,2.366,0.0
3242,003242.png,1436.208,10.0,14842.934,0.903,0.0
3243,003243.png,1423.677,4.0,5588.752,0.488,4.0
3244,003244.png,1441.011,9.0,13521.88,1.428,0.0
3245,003245.png,1616.664,3.0,4173.65,0.417,0.0
3246,003246.png,1401.337,3.0,4172.348,0.448,0.0
3247,003247.png,1421.541,3.0,4081.447,0.519,0.0
3248,003248.png,1499.945,7.0,10484.359,0.69,0.0
3249,003249.png,1400.22,3.0,4165.226,0.508,3.0
3250,003250.png,1399.873,8.0,11922.825,1.254,1.0
3251,003251.png,1429.731,3.0,4110.172,0.454,2.0
3252,003252.png,1375.991,1.0,1387.63,0.293,0.0
3253,003253.png,1317.057,2.0,2697.165,0.345,2.0
3254,003254.png,1351.532,11.0,17340.915,1.711,0.0
3255,003255.png,1343.732,6.0,8290.2,0.714,0.0
3256,003256.png,1384.905,4.0,5543.416,0.539,0.0
3257,003257.png,1315.783,4.0,5483.364,0.499,0.0
3258,003258.png,1329.126,6.0,8668.681,0.599,4.0
3259,003259.png,1322.667,2.0,2752.171,0.365,2.0
3260,003260.png,1311.686,4.0,5477.961,0.538,0.0
3261,003261.png,1314.156,3.0,4157.658,0.456,0.0
3262,003262.png,1363.016,4.0,5515.866,0.496,0.0
3263,003263.png,1323.234,4.0,5529.917,0.491,0.0
3264,003264.png,1311.824,3.0,4199.615,0.448,1.0
3265,003265.png,1312.107,2.0,2836.62,0.35,0.0
3266,003266.png,1304.035,2.0,2803.23,0.384,0.0
3267,003267.png,1297.926,2.0,2794.154,0.355,1.0
3268,003268.png,1315.97,6.0,9114.539,0.612,0.0
3269,003269.png,1316.681,3.0,4131.892,0.432,2.0
3270,003270.png,1313.711,12.0,18297.983,3.133,0.0
3271,003271.png,1315.77,4.0,5556.195,0.537,3.0
3272,003272.png,1300.886,,,,3.0
3273,003273.png,1310.153,1.0,1412.915,0.291,0.0
3274,003274.png,1304.573,4.0,5449.246,0.507,1.0
3275,003275.png,1312.436,2.0,2746.583,0.351,0.0
3276,003276.png,1318.273,2.0,2743.126,0.484,0.0
3277,003277.png,1318.633,,,,0.0
3278,003278.png,1314.319,,,,0.0
3279,003279.png,1312.249,3.0,4137.148,0.43,3.0
3280,003280.png,1310.447,3.0,4119.349,0.462,1.0
3281,003281.png,1329.82,12.0,18525.249,2.391,0.0
3282,003282.png,1313.705,6.0,8264.433,0.787,0.0
3283,003283.png,1318.787,6.0,8440.069,0.682,0.0
3284,003284.png,1311.068,1.0,1418.419,0.281,1.0
3285,003285.png,1316.351,2.0,2769.885,0.37,1.0
3286,003286.png,1319.687,13.0,20115.844,4.012,0.0
3287,003287.png,1316.815,8.0,12111.914,0.748,0.0
3288,003288.png,1317.242,2.0,2775.42,0.347,1.0
3289,003289.png,1315.479,8.0,11935.313,0.788,3.0
3290,003290.png,1312.282,,,,3.0
3291,003291.png,1314.605,4.0,5675.532,0.639,0.0
3292,003292.png,1312.958,1.0,1418.742,0.29,0.0
3293,003293.png,1311.81,11.0,16699.564,2.177,0.0
3294,003294.png,1316.907,1.0,1408.091,0.297,1.0
3295,003295.png,1308.878,1.0,1379.024,0.289,1.0
3296,003296.png,1315.381,4.0,5356.172,0.525,0.0
3297,003297.png,1314.192,2.0,2681.464,0.379,2.0
3298,003298.png,1320.06,1.0,1394.388,0.279,1.0
3299,003299.png,1322.707,9.0,13027.316,0.821,3.0
3300,003300.png,1319.148,,,,3.0
3301,003301.png,1318.033,,,,3.0
3302,003302.png,1343.917,,,,3.0
3303,003303.png,1325.753,8.0,11832.306,0.858,0.0
3304,003304.png,1316.245,10.0,17496.116,6.476,0.0
3305,003305.png,1317.4,1.0,1473.676,0.306,1.0
3306,003306.png,1317.739,9.0,13759.314,0.931,4.0
3307,003307.png,1311.944,,,,4.0
3308,003308.png,1314.88,2.0,2765.189,0.351,1.0
3309,003309.png,1317.125,1.0,1400.894,0.361,0.0
3310,003310.png,1310.771,4.0,5450.195,0.53,3.0
3311,003311.png,1313.958,9.0,14104.418,1.356,0.0
3312,003312.png,1314.719,6.0,8515.797,1.86,0.0
3313,003313.png,1314.089,11.0,16669.777,2.384,0.0
3314,003314.png,1350.774,,,,0.0
3315,003315.png,1308.214,9.0,13953.501,0.822,4.0
3316,003316.png,1314.151,8.0,11899.385,0.815,0.0
3317,003317.png,1316.686,3.0,4123.269,0.403,0.0
3318,003318.png,1312.891,9.0,14447.245,1.778,0.0
3319,003319.png,1311.366,2.0,3151.338,0.38,1.0
3320,003320.png,1313.842,4.0,5600.071,0.527,1.0
3321,003321.png,1307.375,1.0,1464.309,0.289,1.0
3322,003322.png,1315.773,10.0,15697.503,1.473,0.0
3323,003323.png,1317.341,3.0,4115.257,0.427,0.0
3324,003324.png,1309.374,6.0,8235.106,0.648,0.0
3325,003325.png,1319.431,5.0,6908.476,0.548,3.0
3326,003326.png,1314.939,5.0,6822.317,0.561,3.0
3327,003327.png,1312.841,1.0,1423.729,0.304,0.0
3328,003328.png,1311.631,,,,0.0
3329,003329.png,1302.568,2.0,2783.971,0.386,0.0
3330,003330.png,1302.582,1.0,1419.04,0.295,1.0
3331,003331.png,1311.811,7.0,10425.363,0.803,6.0
3332,003332.png,1323.272,5.0,6937.306,0.534,2.0
3333,003333.png,1318.078,5.0,7069.911,0.629,0.0
3334,003334.png,1312.324,1.0,1427.318,0.278,1.0
3335,003335.png,1314.327,2.0,2774.309,0.386,2.0
3336,003336.png,1312.453,2.0,2803.322,0.343,2.0
