,Image,YOLO_inference_time,num_bbox,OODL_feat_extraction_time,OSVM_inference_time,OOD_object_present
1890,001890.png,1317.501,2.0,2714.004,0.335,1.0
1891,001891.png,1317.461,,,,1.0
1892,001892.png,1317.901,1.0,1388.838,0.304,0.0
1893,001893.png,1316.155,4.0,5416.158,0.52,1.0
1894,001894.png,1319.972,2.0,2890.094,0.374,0.0
1895,001895.png,1418.459,1.0,1431.518,0.291,0.0
1896,001896.png,1321.705,2.0,2881.934,0.344,0.0
1897,001897.png,1316.165,9.0,13424.412,1.345,0.0
1898,001898.png,1318.637,2.0,2816.212,0.373,0.0
1899,001899.png,1317.548,3.0,4021.502,0.509,0.0
1900,001900.png,1326.981,3.0,4015.146,0.475,0.0
1901,001901.png,1329.695,4.0,5699.969,0.515,4.0
1902,001902.png,1328.261,,,,4.0
1903,001903.png,1321.102,1.0,1467.996,0.294,0.0
1904,001904.png,1319.32,9.0,13592.953,1.359,0.0
1905,001905.png,1306.527,12.0,19314.112,3.209,7.0
1906,001906.png,1313.936,10.0,15413.672,2.748,7.0
1907,001907.png,1308.487,,,,7.0
1908,001908.png,1312.975,,,,7.0
1909,001909.png,1311.714,5.0,7858.731,0.603,0.0
1910,001910.png,1318.386,8.0,12866.39,1.243,6.0
1911,001911.png,1319.668,7.0,9756.94,1.007,0.0
1912,001912.png,1317.468,2.0,2819.525,0.374,2.0
1913,001913.png,1320.004,5.0,6872.418,0.808,0.0
1914,001914.png,1309.749,,,,0.0
1915,001915.png,1305.316,1.0,1485.539,0.269,0.0
1916,001916.png,1319.702,3.0,4566.722,0.411,1.0
1917,001917.png,1316.087,2.0,2991.861,0.389,0.0
1918,001918.png,1316.211,7.0,11087.382,0.654,2.0
1919,001919.png,1315.675,11.0,16740.957,2.627,0.0
1920,001920.png,1320.702,4.0,5565.286,0.523,0.0
1921,001921.png,1322.528,9.0,13624.8,1.467,0.0
1922,001922.png,1315.674,2.0,2787.676,0.373,0.0
1923,001923.png,1316.648,,,,0.0
1924,001924.png,1314.181,2.0,2691.756,0.344,1.0
1925,001925.png,1317.04,8.0,11259.731,0.767,0.0
1926,001926.png,1317.225,3.0,3997.493,0.397,3.0
1927,001927.png,1317.598,5.0,6698.477,0.537,3.0
1928,001928.png,1314.178,2.0,2667.751,0.37,2.0
1929,001929.png,1321.134,5.0,6874.403,0.536,3.0
1930,001930.png,1318.226,7.0,10193.147,0.655,0.0
1931,001931.png,1316.849,12.0,18353.682,2.375,0.0
1932,001932.png,1317.142,,,,0.0
1933,001933.png,1320.008,5.0,6673.217,0.54,0.0
1934,001934.png,1314.199,3.0,3974.794,0.408,3.0
1935,001935.png,1325.111,12.0,17030.336,1.496,0.0
1936,001936.png,1320.693,3.0,4038.003,0.427,0.0
1937,001937.png,1317.901,,,,0.0
1938,001938.png,1319.098,1.0,1404.115,0.366,0.0
1939,001939.png,1306.648,1.0,1376.564,0.281,1.0
1940,001940.png,1312.821,11.0,16410.33,2.151,0.0
1941,001941.png,1317.836,1.0,1506.187,0.301,0.0
1942,001942.png,1315.105,1.0,1379.423,0.273,0.0
1943,001943.png,1311.941,,,,0.0
1944,001944.png,1317.523,1.0,1400.759,0.265,1.0
1945,001945.png,1351.627,1.0,1408.525,0.264,0.0
1946,001946.png,1317.092,4.0,5467.501,0.472,0.0
1947,001947.png,1318.965,2.0,2730.388,0.56,0.0
1948,001948.png,1318.34,2.0,2773.183,0.382,0.0
1949,001949.png,1308.712,12.0,17822.271,1.543,0.0
1950,001950.png,1345.175,2.0,2781.579,0.356,2.0
1951,001951.png,1318.084,1.0,1384.205,0.289,0.0
1952,001952.png,1295.344,1.0,1390.338,0.267,0.0
1953,001953.png,1310.117,8.0,11614.692,0.735,0.0
1954,001954.png,1311.849,10.0,14848.856,1.497,0.0
1955,001955.png,1312.136,3.0,4626.038,0.42,1.0
1956,001956.png,1312.955,,,,1.0
1957,001957.png,1317.321,2.0,3145.334,0.378,1.0
1958,001958.png,1309.006,6.0,9154.545,0.805,1.0
1959,001959.png,1312.031,3.0,4552.158,0.402,0.0
1960,001960.png,1305.443,9.0,13817.018,1.309,0.0
1961,001961.png,1303.253,3.0,4105.531,0.399,0.0
1962,001962.png,1316.858,3.0,3959.994,0.414,3.0
1963,001963.png,1314.651,9.0,12903.438,0.821,8.0
1964,001964.png,1311.049,1.0,1381.693,0.296,0.0
1965,001965.png,1324.981,4.0,5319.057,0.471,0.0
1966,001966.png,1306.699,8.0,11363.606,0.736,0.0
1967,001967.png,1307.128,1.0,1413.176,0.289,0.0
1968,001968.png,1305.461,2.0,2700.31,0.341,2.0
1969,001969.png,1311.548,2.0,2660.438,0.377,0.0
1970,001970.png,1301.991,4.0,5300.401,0.486,3.0
1971,001971.png,1318.201,2.0,2663.336,0.376,2.0
1972,001972.png,1312.099,8.0,11396.08,0.797,2.0
1973,001973.png,1318.054,11.0,16441.812,2.22,3.0
1974,001974.png,1309.722,7.0,9902.02,0.773,6.0
1975,001975.png,1312.329,1.0,1393.903,0.273,1.0
1976,001976.png,1311.639,1.0,1531.532,0.281,1.0
1977,001977.png,1311.351,2.0,2740.355,0.347,1.0
1978,001978.png,1311.083,3.0,4070.621,0.445,3.0
1979,001979.png,1304.595,,,,3.0
1980,001980.png,1298.074,4.0,5473.439,0.493,0.0
1981,001981.png,1313.515,6.0,9242.65,1.176,0.0
1982,001982.png,1312.967,3.0,4043.259,0.448,0.0
1983,001983.png,1305.36,5.0,6807.105,0.565,0.0
1984,001984.png,1301.094,4.0,5358.483,0.535,0.0
1985,001985.png,1320.749,8.0,11580.45,1.249,1.0
1986,001986.png,1310.369,1.0,1541.832,0.287,0.0
1987,001987.png,1313.053,3.0,3980.22,0.424,1.0
1988,001988.png,1304.589,,,,1.0
1989,001989.png,1308.917,11.0,15768.365,2.383,0.0
1990,001990.png,1315.031,4.0,5456.927,0.537,0.0
1991,001991.png,1316.328,6.0,7937.006,0.633,1.0
1992,001992.png,1315.768,4.0,5275.312,0.535,3.0
1993,001993.png,1321.04,9.0,12612.849,1.264,1.0
1994,001994.png,1311.434,1.0,1383.695,0.295,0.0
1995,001995.png,1304.185,,,,0.0
1996,001996.png,1301.437,6.0,7933.265,0.609,4.0
1997,001997.png,1315.912,1.0,1391.536,0.286,0.0
1998,001998.png,1312.407,6.0,8204.547,0.604,0.0
1999,001999.png,1311.026,1.0,1384.174,0.291,1.0
2000,002000.png,1311.431,10.0,14268.389,1.48,0.0
2001,002001.png,1313.501,3.0,4018.057,0.4,0.0
2002,002002.png,1314.832,14.0,20639.32,3.777,0.0
2003,002003.png,1316.537,4.0,5410.142,0.533,0.0
2004,002004.png,1314.095,6.0,7903.234,0.777,5.0
2005,002005.png,1317.601,14.0,20326.056,2.535,4.0
2006,002006.png,1316.85,,,,4.0
2007,002007.png,1317.864,9.0,12422.433,0.806,0.0
2008,002008.png,1313.467,1.0,1427.163,0.464,0.0
2009,002009.png,3533.154,6.0,7940.742,0.742,1.0
2010,002010.png,1557.481,11.0,16540.982,2.327,0.0
2011,002011.png,1499.48,3.0,4052.283,0.426,3.0
2012,002012.png,2012.092,6.0,7918.825,0.685,4.0
2013,002013.png,1534.969,5.0,6639.955,0.568,0.0
2014,002014.png,1315.231,,,,0.0
2015,002015.png,1307.022,8.0,11199.713,0.761,0.0
2016,002016.png,1326.421,4.0,5290.125,0.545,0.0
2017,002017.png,1304.511,,,,0.0
2018,002018.png,1307.504,2.0,2679.802,0.35,0.0
2019,002019.png,1347.835,,,,0.0
2020,002020.png,1339.11,1.0,1373.97,0.282,1.0
2021,002021.png,1317.64,1.0,1370.426,0.292,1.0
2022,002022.png,1317.835,12.0,18421.699,2.188,3.0
2023,002023.png,1321.643,6.0,7955.905,0.628,0.0
2024,002024.png,1314.802,6.0,7931.252,0.69,3.0
2025,002025.png,1314.937,1.0,1399.589,0.298,0.0
2026,002026.png,1317.621,1.0,1390.817,0.274,0.0
2027,002027.png,1328.342,8.0,11135.88,0.854,0.0
2028,002028.png,1321.098,10.0,14369.666,1.333,0.0
2029,002029.png,1314.194,3.0,4121.867,0.42,0.0
2030,002030.png,1318.901,1.0,1373.038,0.283,1.0
2031,002031.png,1312.702,1.0,1368.712,0.295,0.0
2032,002032.png,1326.082,4.0,5283.751,0.472,0.0
2033,002033.png,1315.172,5.0,6609.021,0.564,3.0
2034,002034.png,1316.15,2.0,2649.459,0.341,2.0
2035,002035.png,1427.515,9.0,12818.371,0.868,0.0
2036,002036.png,1334.653,4.0,5273.292,0.498,3.0
2037,002037.png,1315.065,4.0,5266.506,0.526,3.0
2038,002038.png,1309.741,,,,3.0
2039,002039.png,1317.414,6.0,7904.876,0.711,3.0
2040,002040.png,1314.169,6.0,7903.492,0.595,3.0
2041,002041.png,1318.325,3.0,3943.039,0.401,1.0
2042,002042.png,1314.773,3.0,3946.799,0.459,3.0
2043,002043.png,1311.132,5.0,6604.486,0.545,0.0
2044,002044.png,1320.339,7.0,9582.917,0.654,1.0
2045,002045.png,1316.718,3.0,4000.148,0.442,2.0
2046,002046.png,1312.13,2.0,2673.122,0.345,2.0
2047,002047.png,1353.248,6.0,7931.734,0.693,1.0
2048,002048.png,2434.653,3.0,3970.32,0.407,0.0
2049,002049.png,1339.139,2.0,2670.184,0.341,0.0
2050,002050.png,1321.859,8.0,11231.148,0.776,0.0
2051,002051.png,1319.954,3.0,3982.352,0.449,0.0
2052,002052.png,1318.33,5.0,6631.96,0.552,1.0
2053,002053.png,1322.884,2.0,2668.096,0.362,2.0
2054,002054.png,1319.323,1.0,1378.347,0.276,0.0
2055,002055.png,1320.565,8.0,11284.887,0.842,0.0
2056,002056.png,1317.97,10.0,14396.077,1.513,0.0
2057,002057.png,1316.899,1.0,1542.599,0.32,1.0
2058,002058.png,1315.658,10.0,14184.9,1.415,0.0
2059,002059.png,1319.097,5.0,6593.484,0.608,0.0
2060,002060.png,1321.389,11.0,15723.328,1.585,0.0
2061,002061.png,1311.526,4.0,5335.174,0.455,0.0
2062,002062.png,1317.801,7.0,9160.279,0.779,0.0
2063,002063.png,1317.31,10.0,14452.088,1.009,2.0
2064,002064.png,1317.326,9.0,12458.976,0.844,2.0
2065,002065.png,1323.401,2.0,2676.55,0.349,1.0
2066,002066.png,1547.836,8.0,10510.483,0.722,0.0
2067,002067.png,1330.041,,,,0.0
2068,002068.png,1318.277,13.0,18641.15,3.742,2.0
2069,002069.png,1311.209,7.0,9249.509,0.746,0.0
2070,002070.png,1312.716,6.0,7901.033,0.598,0.0
2071,002071.png,1317.759,12.0,17255.627,3.028,0.0
2072,002072.png,1310.962,1.0,1566.198,0.289,0.0
2073,002073.png,1315.669,9.0,12609.033,1.275,0.0
2074,002074.png,1309.511,3.0,3962.039,0.414,3.0
2075,002075.png,1317.06,8.0,10934.863,0.842,6.0
2076,002076.png,1308.176,4.0,5250.688,0.55,0.0
2077,002077.png,1313.751,8.0,10979.88,0.853,0.0
2078,002078.png,1310.492,7.0,9204.121,0.669,5.0
2079,002079.png,1315.229,5.0,6590.303,0.627,0.0
2080,002080.png,1311.678,10.0,14012.878,0.874,0.0
2081,002081.png,1318.773,6.0,7885.711,0.693,3.0
2082,002082.png,1310.183,3.0,3910.488,0.45,3.0
2083,002083.png,1306.179,2.0,2644.403,0.372,0.0
2084,002084.png,1306.922,,,,0.0
2085,002085.png,1303.109,4.0,5318.525,0.501,0.0
2086,002086.png,1314.758,1.0,1484.683,0.333,0.0
2087,002087.png,1314.566,3.0,4474.859,0.412,0.0
2088,002088.png,1316.032,8.0,11485.389,0.833,0.0
2089,002089.png,1316.097,4.0,5260.764,0.46,1.0
2090,002090.png,1311.611,5.0,6592.199,0.571,0.0
2091,002091.png,1313.866,9.0,13017.474,0.859,2.0
2092,002092.png,1314.423,12.0,17777.305,2.886,0.0
2093,002093.png,1314.375,2.0,2705.562,0.352,1.0
2094,002094.png,1314.827,10.0,15262.954,1.384,1.0
2095,002095.png,1313.858,6.0,8521.101,0.673,0.0
2096,002096.png,1314.85,6.0,8763.368,0.771,6.0
2097,002097.png,1318.383,10.0,15734.555,1.47,0.0
2098,002098.png,1310.212,6.0,8527.62,0.905,0.0
2099,002099.png,1313.147,6.0,8089.127,0.615,1.0
2100,002100.png,1334.67,,,,1.0
2101,002101.png,1313.843,9.0,12724.032,0.801,2.0
2102,002102.png,1315.662,,,,2.0
2103,002103.png,1303.955,,,,2.0
2104,002104.png,1310.79,1.0,1400.107,0.312,0.0
2105,002105.png,1314.465,9.0,12861.021,1.417,1.0
2106,002106.png,1311.655,1.0,1392.776,0.288,1.0
2107,002107.png,1316.661,10.0,14303.692,1.139,5.0
2108,002108.png,1307.46,4.0,5302.979,0.523,0.0
2109,002109.png,1312.9,15.0,23409.9,1.874,1.0
2110,002110.png,1332.411,12.0,17810.997,2.391,5.0
2111,002111.png,1317.446,1.0,1397.079,0.316,1.0
2112,002112.png,1314.219,3.0,4206.063,0.444,0.0
2113,002113.png,1311.979,4.0,5439.486,0.501,0.0
2114,002114.png,1317.092,11.0,17503.235,1.526,0.0
2115,002115.png,1307.32,,,,0.0
2116,002116.png,1309.331,6.0,8342.574,0.72,0.0
2117,002117.png,1322.81,9.0,13580.406,1.526,0.0
2118,002118.png,1316.118,3.0,4489.968,0.46,0.0
2119,002119.png,1321.362,4.0,5450.739,0.532,2.0
2120,002120.png,1308.577,,,,2.0
2121,002121.png,1304.54,3.0,4240.813,0.401,0.0
2122,002122.png,1321.691,10.0,14860.605,1.353,0.0
2123,002123.png,1318.468,1.0,1599.374,0.283,0.0
2124,002124.png,1313.438,8.0,11774.781,0.921,1.0
2125,002125.png,1346.375,7.0,9878.941,0.7,0.0
2126,002126.png,1321.456,3.0,4041.504,0.411,0.0
2127,002127.png,1323.821,1.0,1427.327,0.263,0.0
2128,002128.png,1312.432,2.0,2810.229,0.364,0.0
2129,002129.png,1321.013,7.0,12503.069,1.41,0.0
2130,002130.png,1320.336,24.0,44654.896,4.471,2.0
2131,002131.png,1310.978,1.0,1680.341,0.289,0.0
2132,002132.png,1303.835,2.0,2801.065,0.346,0.0
2133,002133.png,1300.624,1.0,1437.978,0.273,0.0
2134,002134.png,1315.735,,,,0.0
2135,002135.png,1311.9,,,,0.0
2136,002136.png,1303.487,,,,0.0
2137,002137.png,1316.893,5.0,6880.124,0.636,0.0
2138,002138.png,1319.996,4.0,5492.218,0.469,0.0
2139,002139.png,1314.95,1.0,1417.007,0.285,1.0
2140,002140.png,1318.489,4.0,5410.521,0.538,2.0
2141,002141.png,1312.671,8.0,11381.94,0.744,0.0
2142,002142.png,1319.656,2.0,2715.535,0.379,1.0
2143,002143.png,1316.668,1.0,1375.33,0.291,0.0
2144,002144.png,1314.149,,,,0.0
2145,002145.png,1318.254,4.0,5314.295,0.461,0.0
2146,002146.png,1315.528,8.0,11455.847,0.744,0.0
2147,002147.png,1316.343,6.0,8978.589,0.682,2.0
2148,002148.png,1304.094,,,,2.0
2149,002149.png,1322.312,4.0,5620.254,0.539,1.0
2150,002150.png,1306.057,1.0,1479.741,0.277,0.0
2151,002151.png,1304.531,1.0,1598.351,0.265,0.0
2152,002152.png,1314.63,1.0,1517.77,0.288,1.0
2153,002153.png,1313.247,3.0,4349.968,0.397,3.0
2154,002154.png,1310.374,1.0,1429.716,0.286,0.0
2155,002155.png,1307.878,,,,0.0
2156,002156.png,1301.259,3.0,4065.265,0.395,1.0
2157,002157.png,1319.642,3.0,4309.786,0.409,0.0
2158,002158.png,1320.915,3.0,4248.956,0.438,0.0
2159,002159.png,1315.664,7.0,10490.949,0.712,4.0
2160,002160.png,1316.213,5.0,6975.419,0.641,4.0
2161,002161.png,1318.106,2.0,2698.716,0.446,2.0
2162,002162.png,1318.344,4.0,5585.655,0.461,0.0
2163,002163.png,1317.198,1.0,1424.134,0.298,1.0
2164,002164.png,1316.041,4.0,5497.765,0.532,4.0
2165,002165.png,1317.543,6.0,8449.204,1.157,0.0
2166,002166.png,1316.346,1.0,1560.86,0.274,1.0
2167,002167.png,1318.123,2.0,2703.872,0.352,2.0
2168,002168.png,1321.257,3.0,4045.631,0.412,0.0
2169,002169.png,1319.181,3.0,4077.783,0.47,2.0
2170,002170.png,1325.935,2.0,2765.737,0.355,0.0
2171,002171.png,1876.963,,,,0.0
2172,002172.png,1340.883,,,,0.0
2173,002173.png,1300.762,1.0,1433.027,0.27,0.0
2174,002174.png,1312.674,1.0,1404.43,0.339,0.0
2175,002175.png,1312.986,5.0,6852.563,0.551,0.0
2176,002176.png,1317.663,3.0,4245.813,0.398,3.0
2177,002177.png,1313.423,,,,3.0
2178,002178.png,1309.72,1.0,1396.48,0.271,0.0
2179,002179.png,1312.489,,,,0.0
2180,002180.png,1312.736,4.0,5633.215,0.467,2.0
2181,002181.png,1307.52,2.0,2821.224,0.366,2.0
2182,002182.png,1310.766,2.0,3006.929,0.339,0.0
2183,002183.png,1312.616,4.0,5723.741,0.463,0.0
2184,002184.png,1301.913,,,,0.0
2185,002185.png,1319.6,9.0,14166.909,1.351,9.0
2186,002186.png,1300.593,3.0,4193.402,1.331,1.0
2187,002187.png,1316.598,,,,1.0
2188,002188.png,1305.592,2.0,2858.18,0.332,0.0
2189,002189.png,1319.079,,,,0.0
2190,002190.png,1318.365,2.0,2719.556,0.337,0.0
2191,002191.png,1316.789,16.0,24158.786,2.783,0.0
2192,002192.png,1318.432,2.0,2724.511,0.336,0.0
2193,002193.png,1310.65,4.0,5482.075,0.542,0.0
2194,002194.png,1314.968,14.0,22004.477,2.694,0.0
2195,002195.png,1313.039,4.0,5642.069,0.541,3.0
2196,002196.png,1317.928,12.0,18622.013,2.742,3.0
2197,002197.png,1317.603,5.0,7177.974,0.542,0.0
2198,002198.png,1311.621,2.0,2856.256,0.351,1.0
2199,002199.png,1315.705,5.0,6920.567,0.539,0.0
2200,002200.png,1315.652,6.0,9917.453,1.213,0.0
2201,002201.png,1311.806,5.0,7086.869,0.543,0.0
2202,002202.png,1315.748,5.0,6953.303,0.698,4.0
2203,002203.png,1315.452,4.0,5691.751,0.555,0.0
2204,002204.png,1311.77,2.0,2737.372,0.376,1.0
2205,002205.png,1315.852,8.0,11987.204,1.334,0.0
2206,002206.png,1312.72,3.0,4136.635,0.407,0.0
2207,002207.png,1314.42,1.0,1405.069,0.424,0.0
2208,002208.png,1318.916,7.0,9810.904,0.663,0.0
2209,002209.png,1320.398,7.0,9974.106,0.728,2.0
2210,002210.png,1320.061,4.0,5586.416,0.58,0.0
2211,002211.png,1317.874,4.0,5342.394,0.541,0.0
2212,002212.png,1315.019,10.0,14431.239,1.998,1.0
2213,002213.png,1315.98,5.0,6933.699,0.611,0.0
2214,002214.png,1314.905,4.0,5586.278,0.539,4.0
2215,002215.png,1321.804,5.0,6776.372,0.572,0.0
2216,002216.png,1334.146,2.0,2720.324,0.347,1.0
2217,002217.png,1313.431,1.0,1407.228,0.293,1.0
2218,002218.png,1324.225,3.0,4045.062,0.424,0.0
2219,002219.png,1314.682,,,,0.0
2220,002220.png,1317.563,4.0,5555.975,0.467,0.0
2221,002221.png,1322.139,18.0,29116.26,4.97,9.0
2222,002222.png,1313.754,2.0,2841.83,0.335,0.0
2223,002223.png,1304.88,,,,0.0
2224,002224.png,1300.445,1.0,1400.665,0.443,1.0
2225,002225.png,1318.732,4.0,5457.372,0.496,4.0
2226,002226.png,1314.385,4.0,5500.175,0.58,0.0
2227,002227.png,1328.335,6.0,8801.31,0.606,5.0
2228,002228.png,1323.426,11.0,16498.494,2.041,0.0
2229,002229.png,1320.555,,,,0.0
2230,002230.png,1313.078,10.0,14595.612,0.874,0.0
2231,002231.png,1318.042,4.0,5276.995,0.48,3.0
2232,002232.png,1307.168,,,,3.0
2233,002233.png,1317.766,6.0,7924.305,0.602,2.0
2234,002234.png,1325.897,3.0,3951.676,0.459,0.0
2235,002235.png,1317.659,4.0,5271.398,0.466,0.0
2236,002236.png,1319.725,2.0,2656.015,0.345,1.0
2237,002237.png,1307.31,,,,1.0
2238,002238.png,1304.388,1.0,1374.89,0.269,0.0
2239,002239.png,1319.955,10.0,14565.969,0.91,0.0
2240,002240.png,1316.316,1.0,1385.181,0.288,0.0
2241,002241.png,1320.667,2.0,2705.719,0.331,2.0
2242,002242.png,1321.848,7.0,9929.758,0.773,0.0
2243,002243.png,1315.348,2.0,2698.477,0.331,0.0
2244,002244.png,1321.614,4.0,5336.68,0.46,0.0
2245,002245.png,1322.655,4.0,5336.45,0.542,0.0
2246,002246.png,1322.353,,,,0.0
2247,002247.png,1314.581,4.0,5359.419,0.467,4.0
2248,002248.png,1355.553,2.0,2695.269,0.375,0.0
2249,002249.png,1318.494,1.0,1392.492,0.292,0.0
2250,002250.png,1322.887,10.0,14379.257,1.357,0.0
2251,002251.png,1309.106,,,,0.0
2252,002252.png,1308.407,2.0,2721.949,0.338,0.0
2253,002253.png,1318.943,,,,0.0
2254,002254.png,1320.147,10.0,14450.318,1.455,2.0
2255,002255.png,1317.232,1.0,1531.008,0.284,0.0
2256,002256.png,1317.031,1.0,1373.949,0.274,0.0
2257,002257.png,1314.589,1.0,1380.42,0.289,1.0
2258,002258.png,1320.454,7.0,9806.095,0.686,6.0
2259,002259.png,1317.633,3.0,4002.695,0.455,0.0
2260,002260.png,1316.397,7.0,9966.299,0.709,1.0
2261,002261.png,1318.527,4.0,5565.12,0.52,4.0
2262,002262.png,1331.127,4.0,5455.508,0.516,0.0
2263,002263.png,1331.768,3.0,4093.723,0.435,2.0
2264,002264.png,1318.186,9.0,13327.957,1.461,0.0
2265,002265.png,1319.119,3.0,4084.584,0.411,2.0
2266,002266.png,1322.032,9.0,13690.237,0.872,0.0
2267,002267.png,1318.044,,,,0.0
2268,002268.png,1321.932,9.0,13276.453,1.106,1.0
2269,002269.png,1315.064,1.0,1456.132,0.307,1.0
2270,002270.png,1321.188,3.0,4005.681,0.529,3.0
2271,002271.png,1320.64,10.0,14418.72,1.088,0.0
2272,002272.png,1320.377,9.0,13338.12,0.972,0.0
2273,002273.png,1320.888,,,,0.0
2274,002274.png,1314.867,2.0,2753.647,0.353,0.0
2275,002275.png,1318.187,7.0,10314.048,0.792,0.0
2276,002276.png,1316.815,4.0,5545.861,0.476,0.0
2277,002277.png,1305.372,,,,0.0
2278,002278.png,1304.208,6.0,8212.702,0.963,0.0
2279,002279.png,1327.164,9.0,13472.169,0.89,0.0
2280,002280.png,1315.059,1.0,1409.983,0.464,0.0
2281,002281.png,1317.789,3.0,3948.001,0.403,1.0
2282,002282.png,1314.701,5.0,6594.336,0.537,0.0
2283,002283.png,1318.308,5.0,6696.974,0.555,0.0
2284,002284.png,1313.778,1.0,1434.853,0.273,1.0
2285,002285.png,1322.258,4.0,5311.831,0.475,0.0
2286,002286.png,1312.977,3.0,3955.012,0.456,0.0
2287,002287.png,1315.991,2.0,2714.246,0.343,1.0
2288,002288.png,1311.38,2.0,2757.098,0.362,2.0
2289,002289.png,1311.999,1.0,1414.407,0.277,0.0
2290,002290.png,1318.851,2.0,3074.655,0.355,0.0
2291,002291.png,1323.685,3.0,4064.909,0.402,0.0
2292,002292.png,1317.004,1.0,1477.567,0.288,0.0
2293,002293.png,1319.194,5.0,7058.599,0.559,4.0
2294,002294.png,1311.516,2.0,2735.988,0.374,1.0
2295,002295.png,1304.177,3.0,4304.323,0.4,3.0
2296,002296.png,1321.342,6.0,8897.74,0.712,0.0
2297,002297.png,1318.488,9.0,13629.86,1.33,1.0
2298,002298.png,1323.63,11.0,16130.712,2.099,1.0
2299,002299.png,1322.626,12.0,18742.039,3.283,0.0
2300,002300.png,1318.413,8.0,11578.92,0.959,1.0
2301,002301.png,1325.544,,,,1.0
2302,002302.png,1312.87,1.0,1413.172,0.288,1.0
2303,002303.png,1353.121,,,,1.0
2304,002304.png,1320.247,6.0,8090.309,0.678,1.0
2305,002305.png,1317.045,5.0,7071.953,0.604,4.0
2306,002306.png,1331.342,4.0,5781.822,0.481,0.0
2307,002307.png,1352.675,12.0,18406.029,1.557,0.0
2308,002308.png,1327.908,2.0,2719.821,0.354,1.0
2309,002309.png,1319.483,11.0,15618.776,1.071,2.0
2310,002310.png,1316.748,1.0,1409.019,0.263,0.0
2311,002311.png,1309.037,5.0,6613.823,0.932,0.0
2312,002312.png,1334.413,1.0,1381.982,0.274,0.0
2313,002313.png,1316.795,8.0,11185.318,0.73,0.0
2314,002314.png,1320.702,1.0,1580.482,0.263,0.0
2315,002315.png,1310.873,2.0,2699.92,0.381,0.0
2316,002316.png,1319.435,4.0,5698.646,0.76,0.0
2317,002317.png,1313.031,2.0,2817.94,0.399,0.0
2318,002318.png,1307.027,2.0,2868.601,0.374,1.0
2319,002319.png,1317.32,7.0,10172.343,0.797,0.0
2320,002320.png,1320.835,12.0,17937.344,2.455,1.0
2321,002321.png,1315.608,10.0,14840.977,0.859,7.0
2322,002322.png,1318.652,1.0,1442.873,0.286,1.0
2323,002323.png,1329.196,1.0,1391.043,0.274,0.0
2324,002324.png,1315.315,5.0,6747.423,0.623,0.0
2325,002325.png,1323.269,1.0,1377.838,0.271,0.0
2326,002326.png,1314.364,1.0,1487.742,0.275,0.0
2327,002327.png,1314.766,,,,0.0
2328,002328.png,1315.589,2.0,2773.815,0.369,2.0
2329,002329.png,1315.528,,,,2.0
2330,002330.png,1323.267,2.0,2855.545,0.335,0.0
2331,002331.png,1306.581,,,,0.0
2332,002332.png,1304.225,1.0,1370.353,0.291,1.0
2333,002333.png,1319.96,5.0,6916.159,0.532,4.0
2334,002334.png,1311.375,3.0,4256.357,0.416,2.0
2335,002335.png,1317.23,2.0,2666.117,0.371,1.0
2336,002336.png,1316.817,1.0,1370.969,0.283,1.0
2337,002337.png,1321.671,5.0,6756.689,0.614,4.0
2338,002338.png,1313.919,1.0,1409.769,0.282,1.0
2339,002339.png,1315.329,1.0,1375.437,0.289,0.0
2340,002340.png,1317.154,1.0,1392.123,0.291,0.0
2341,002341.png,1304.47,4.0,5381.706,0.466,0.0
2342,002342.png,1305.998,8.0,11373.657,0.776,0.0
2343,002343.png,1316.834,,,,0.0
2344,002344.png,1324.285,12.0,18666.51,1.551,0.0
2345,002345.png,1318.497,6.0,8138.248,0.936,0.0
2346,002346.png,1315.387,1.0,1395.914,0.295,0.0
2347,002347.png,1313.877,6.0,8241.241,0.618,3.0
2348,002348.png,1316.109,4.0,5426.326,0.523,0.0
2349,002349.png,1320.237,8.0,12015.617,0.751,0.0
2350,002350.png,1318.839,9.0,13876.136,0.795,0.0
2351,002351.png,1306.278,,,,0.0
2352,002352.png,1306.188,3.0,4484.335,0.411,2.0
2353,002353.png,1332.57,14.0,21532.952,3.26,0.0
2354,002354.png,1325.675,1.0,1524.098,0.29,0.0
2355,002355.png,1325.794,2.0,2880.814,0.338,1.0
2356,002356.png,1316.492,2.0,3012.262,0.551,1.0
2357,002357.png,1321.062,4.0,5976.421,2.016,2.0
2358,002358.png,1313.608,3.0,4245.608,0.408,3.0
2359,002359.png,1321.632,4.0,5699.164,0.494,3.0
2360,002360.png,1321.518,3.0,4051.014,0.481,0.0
2361,002361.png,1321.801,5.0,7345.203,0.563,0.0
2362,002362.png,1317.383,7.0,11784.874,1.341,3.0
2363,002363.png,1325.492,1.0,1557.981,0.3,1.0
2364,002364.png,1316.988,2.0,2835.925,0.365,2.0
2365,002365.png,1321.708,9.0,13827.26,1.393,0.0
2366,002366.png,1320.962,4.0,5559.845,0.706,0.0
2367,002367.png,1322.632,10.0,15117.338,1.801,0.0
2368,002368.png,1321.512,2.0,2864.687,0.377,0.0
2369,002369.png,1314.976,,,,0.0
2370,002370.png,1318.056,4.0,5666.027,0.467,0.0
2371,002371.png,1311.211,3.0,4101.853,0.447,0.0
2372,002372.png,1307.679,,,,0.0
2373,002373.png,1321.127,10.0,14336.461,1.773,0.0
